"health_2010hcr_x" "libcpre_self" "gun_control" "gun_importance" "guarpr_self" "aa_uni_x" "aa_work_x" "fedspend_ss" "fedspend_schools" "fedspend_scitech" "fedspend_crime" "fedspend_welfare" "fedspend_child" "fedspend_poor" "fedspend_enviro" "envir_drill" "envir_nuke" "envir_gwarm" "envir_gwgood" "envir_gwhow" "gayrt_discrev" "gayrt_discstd" "gayrt_milrev" "gayrt_milstd" "gayrt_adopt" "gayrt_marry" "dem_edugroup_x" "happ_lifesatisf" "abort_health_x" "abort_fatal_x" "abort_incest_x" "abort_rape_x" "abort_bd_x" "abort_fin_x" "abort_sex_x" "abort_choice_x"
"4426" 4 6 "1. more difficult" 3 4 6 6 1 3 3 3 2 3 3 1 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 2 2 3 NA NA NA NA NA NA NA NA
"4427" 7 7 "3. keep these rules about the same" 5 7 7 7 3 2 3 3 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 2 3 2 3 "7. oppose a little" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4428" 7 6 "3. keep these rules about the same" 1 7 7 7 3 1 1 3 2 3 3 2 "1. favor" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 1 2 3 5 2 "8. oppose moderately" "5. do not lean either way" "5. do not lean either way" "8. oppose moderately" "7. oppose a little" "6. lean toward opposing" "8. oppose moderately" "6. lean toward opposing"
"4429" 4 4 "1. more difficult" 4 6 2 4 3 3 1 1 3 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 2 3 1 3 "2. favor moderately" "6. lean toward opposing" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "8. oppose moderately" "1. favor a great deal"
"4430" 7 7 "3. keep these rules about the same" 3 7 7 7 2 3 3 1 2 2 2 3 "1. favor" "3. the same number" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 2 2 4 3 "9. oppose a great deal" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4431" 6 5 "3. keep these rules about the same" 4 4 6 7 1 3 1 1 2 3 3 1 "2. oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 2 2 3 3 "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "7. oppose a little" "1. favor a great deal"
"4432" 2 5 "3. keep these rules about the same" 4 2 3 2 2 1 3 1 2 3 1 1 "2. oppose" "2. fewer" 1 "2. bad" "1. mostly by human activity" 2 NA 1 NA 1 1 3 3 "2. favor moderately" "8. oppose moderately" "6. lean toward opposing" "4. lean toward favoring" "2. favor moderately" "7. oppose a little" "5. do not lean either way" "2. favor moderately"
"4433" 2 4 "1. more difficult" 3 2 4 4 2 3 2 1 2 1 2 2 "3. neither favor nor oppose" "3. the same number" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 2 NA 2 2 3 2 4 "8. oppose moderately" "8. oppose moderately" "9. oppose a great deal" "2. favor moderately" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4434" 4 4 "3. keep these rules about the same" 2 7 7 7 3 1 1 3 2 3 2 2 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 1 2 "5. do not lean either way" "1. favor a great deal" "9. oppose a great deal" "5. do not lean either way" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"4435" 4 4 "3. keep these rules about the same" 3 1 4 4 3 3 3 3 3 3 3 3 "3. neither favor nor oppose" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 2 NA 1 2 3 4 "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way"
"4436" 7 6 "3. keep these rules about the same" 4 7 7 7 1 1 3 1 2 3 2 3 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4437" 1 2 "1. more difficult" 3 5 4 4 1 1 1 3 3 3 3 3 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" NA 2 NA 1 2 2 3 3 "4. lean toward favoring" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "1. favor a great deal"
"4438" 4 4 "3. keep these rules about the same" 5 4 6 6 3 3 3 3 3 3 3 3 "1. favor" "2. fewer" 2 "2. bad" "3. about equally by human activity and natural causes" NA 2 NA 2 1 2 2 3 "2. favor moderately" "2. favor moderately" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "3. favor a little" "2. favor moderately"
"4439" 4 4 "3. keep these rules about the same" 3 3 7 4 1 1 1 2 1 3 1 1 "3. neither favor nor oppose" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 3 3 "8. oppose moderately" "2. favor moderately" "2. favor moderately" "2. favor moderately" "8. oppose moderately" "8. oppose moderately" "8. oppose moderately" "2. favor moderately"
"4440" 7 4 "1. more difficult" 4 1 7 7 1 1 1 1 1 1 1 1 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 2 3 "9. oppose a great deal" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"4441" 2 4 "3. keep these rules about the same" 3 2 4 4 1 3 3 3 3 1 1 3 "1. favor" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 1 3 "2. favor moderately" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "3. favor a little" "5. do not lean either way" "9. oppose a great deal" "1. favor a great deal"
"4442" 6 6 "3. keep these rules about the same" 4 5 7 7 3 1 1 1 2 2 3 3 "2. oppose" "1. more" 2 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 2 2 3 3 2 "9. oppose a great deal" "4. lean toward favoring" "2. favor moderately" "1. favor a great deal" "6. lean toward opposing" "4. lean toward favoring" "9. oppose a great deal" "1. favor a great deal"
"4443" 2 4 "1. more difficult" 5 -2 4 4 1 1 3 1 3 3 1 3 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "2. mostly by natural causes" NA 1 NA 1 1 1 3 2 "5. do not lean either way" "2. favor moderately" "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way"
"4444" 4 4 "3. keep these rules about the same" 3 3 7 7 3 3 3 1 2 2 3 2 "1. favor" "3. the same number" 2 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "2. favor moderately"
"4445" 4 5 "1. more difficult" 3 5 4 4 1 3 3 3 3 3 1 1 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 1 3 "5. do not lean either way" "5. do not lean either way" "8. oppose moderately" "5. do not lean either way" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "5. do not lean either way"
"4446" 7 6 "1. more difficult" 3 6 6 5 2 2 3 3 2 2 3 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" 1 NA 2 NA 1 2 3 2 "7. oppose a little" "1. favor a great deal" "7. oppose a little" "4. lean toward favoring" "3. favor a little" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4447" 7 5 "3. keep these rules about the same" 3 5 5 5 1 3 1 1 3 1 3 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 2 3 3 2 "8. oppose moderately" "1. favor a great deal" "5. do not lean either way" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4448" 2 4 "3. keep these rules about the same" 5 4 2 3 1 1 3 1 3 3 1 1 "1. favor" "3. the same number" 2 "3. neither good nor bad" "1. mostly by human activity" 1 NA 1 NA 2 3 3 3 "9. oppose a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4449" 2 4 "1. more difficult" 5 1 4 4 3 1 3 1 3 3 1 3 "3. neither favor nor oppose" "2. fewer" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 2 NA 1 1 1 2 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal"
"4450" 7 6 "3. keep these rules about the same" 4 6 7 7 2 2 2 2 2 2 2 2 "1. favor" "1. more" 2 "2. bad" "2. mostly by natural causes" NA 2 NA 1 2 2 3 4 "9. oppose a great deal" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4451" 1 2 "1. more difficult" 4 6 2 4 1 3 1 1 1 1 1 1 "3. neither favor nor oppose" "1. more" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 2 NA 1 3 4 1 "5. do not lean either way" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "5. do not lean either way"
"4452" 4 3 "1. more difficult" 3 5 7 7 3 1 1 3 2 3 2 1 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 3 3 NA NA NA NA NA NA NA NA
"4453" 2 4 "3. keep these rules about the same" 3 3 6 6 1 3 3 3 1 3 1 1 "2. oppose" "2. fewer" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 2 4 "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "1. favor a great deal"
"4454" 7 6 "3. keep these rules about the same" 4 6 7 7 1 1 1 1 2 3 1 3 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 2 2 3 3 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "4. lean toward favoring" "9. oppose a great deal" "1. favor a great deal"
"4455" 7 6 "3. keep these rules about the same" 5 6 4 4 1 1 3 3 3 1 3 3 "1. favor" "3. the same number" 2 "3. neither good nor bad" "3. about equally by human activity and natural causes" 2 NA 2 NA 2 3 2 2 "9. oppose a great deal" "6. lean toward opposing" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4456" 6 4 "3. keep these rules about the same" 5 6 4 4 3 3 1 3 3 3 3 3 "1. favor" "2. fewer" 1 "2. bad" "1. mostly by human activity" 2 NA 1 NA 2 3 1 1 "9. oppose a great deal" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal"
"4457" 4 4 "3. keep these rules about the same" 3 4 4 4 3 3 3 1 3 3 3 3 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 3 2 3 "2. favor moderately" "3. favor a little" "1. favor a great deal" "2. favor moderately" "5. do not lean either way" "8. oppose moderately" "9. oppose a great deal" "3. favor a little"
"4458" 4 3 "3. keep these rules about the same" 3 3 6 6 3 1 1 1 2 1 3 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 1 4 3 "8. oppose moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"4459" 4 5 "3. keep these rules about the same" 3 3 7 7 1 1 3 3 2 3 3 3 "1. favor" "3. the same number" 1 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 4 3 "4. lean toward favoring" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4460" 3 5 "1. more difficult" 5 5 7 7 3 1 2 1 2 2 2 2 "1. favor" "2. fewer" 2 "3. neither good nor bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 3 3 3 NA NA NA NA NA NA NA NA
"4461" 6 6 "1. more difficult" 5 2 7 7 1 1 1 1 2 3 3 1 "1. favor" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 2 2 2 4 4 "8. oppose moderately" "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "8. oppose moderately" "9. oppose a great deal" "8. oppose moderately"
"4462" 7 6 "3. keep these rules about the same" 5 7 7 7 3 3 3 1 2 2 3 2 "1. favor" "3. the same number" 2 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 3 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "1. favor a great deal"
"4463" 2 3 "1. more difficult" 4 4 4 4 3 1 1 1 2 3 3 1 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 4 3 "8. oppose moderately" "9. oppose a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "9. oppose a great deal" "5. do not lean either way"
"4464" 1 4 "3. keep these rules about the same" 3 4 4 4 1 1 1 3 2 1 3 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 2 2 2 5 "5. do not lean either way" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal" "1. favor a great deal" "8. oppose moderately" "9. oppose a great deal" "1. favor a great deal"
"4465" 7 5 "3. keep these rules about the same" 3 6 5 5 1 1 1 3 2 3 3 3 "1. favor" "1. more" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 1 NA 1 1 4 3 "8. oppose moderately" "1. favor a great deal" "2. favor moderately" "2. favor moderately" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal" "8. oppose moderately"
"4466" 4 4 "3. keep these rules about the same" 2 5 5 5 1 1 1 1 3 3 3 3 "1. favor" "3. the same number" 2 "2. bad" "1. mostly by human activity" NA 1 NA 1 1 1 5 2 "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4467" 1 3 "1. more difficult" 3 4 4 4 3 1 1 1 3 3 3 3 "1. favor" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 4 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "1. favor a great deal"
"4468" 7 7 "3. keep these rules about the same" 4 7 7 7 3 2 2 1 2 2 2 2 "1. favor" "1. more" 1 "3. neither good nor bad" "2. mostly by natural causes" 2 NA 2 NA 2 2 2 2 "4. lean toward favoring" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4469" 4 4 "2. easier" 4 5 2 3 3 3 1 3 3 3 3 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" 1 NA 2 NA 2 2 4 3 "3. favor a little" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "2. favor moderately" "5. do not lean either way" "8. oppose moderately" "5. do not lean either way"
"4470" 3 4 "1. more difficult" 5 3 7 1 3 1 1 1 3 3 3 1 "3. neither favor nor oppose" "3. the same number" 1 "2. bad" "1. mostly by human activity" NA 1 NA 1 2 1 3 3 "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "4. lean toward favoring" "9. oppose a great deal" "9. oppose a great deal"
"4471" 7 7 "3. keep these rules about the same" 5 6 4 4 1 2 3 1 2 1 3 1 "1. favor" "2. fewer" 1 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 1 1 NA 1 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "5. do not lean either way" "5. do not lean either way" "9. oppose a great deal" "5. do not lean either way"
"4472" 2 4 "1. more difficult" 3 5 4 4 3 1 3 3 3 1 3 3 "3. neither favor nor oppose" "3. the same number" 1 "3. neither good nor bad" "2. mostly by natural causes" NA 1 NA 1 1 1 5 2 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "2. favor moderately" "3. favor a little" "1. favor a great deal"
"4473" 4 2 "3. keep these rules about the same" 2 6 6 6 1 3 3 3 2 3 2 2 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 2 2 3 5 3 "2. favor moderately" "1. favor a great deal" "2. favor moderately" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "9. oppose a great deal" "1. favor a great deal"
"4474" 1 2 "1. more difficult" 2 5 4 4 3 1 1 3 3 2 3 1 "3. neither favor nor oppose" "1. more" 1 "2. bad" "1. mostly by human activity" 1 NA 1 NA 1 1 2 1 "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "1. favor a great deal" "3. favor a little" "1. favor a great deal"
"4475" 7 7 "3. keep these rules about the same" 4 6 7 7 1 2 2 3 2 2 2 2 "1. favor" "1. more" 2 "3. neither good nor bad" "2. mostly by natural causes" NA 2 NA 2 2 3 2 2 "8. oppose moderately" "5. do not lean either way" "6. lean toward opposing" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal" "9. oppose a great deal"
"4476" 7 4 "1. more difficult" 5 6 4 4 1 1 3 1 3 3 1 3 "1. favor" "3. the same number" 1 "2. bad" "3. about equally by human activity and natural causes" NA 1 NA 1 1 2 2 1 "8. oppose moderately" "1. favor a great deal" "5. do not lean either way" "2. favor moderately" "8. oppose moderately" "8. oppose moderately" "9. oppose a great deal" "9. oppose a great deal"
